,Unnamed: 0,ProjGalaxyID,DescGalaxyID,DescID,z,Z,face,HalfMassRadius,VelDisp,Starmass,BHmass,DMmass,Gasmass,SFR,StellarInitialMass,BHAccretionrate,Vmax,Vmaxradius,DiscToTotal,DispAnisotropy,DMEllipticity,StellarEllipticity,StellarCoRotKE,MedOrbitCircu,RotToDispRatio,Triaxiality,name1,filename,image,btdradius,btdintensity,n_total,n_disc,n_bulge,n_bulge_exp,n_total_error,n_disc_error,n_bulge_error,n_bulge_exp_error,star_count,discradius,bulgeradius,disc_intensity,bulge_intensity,btotalintensity,btotalradius,con,r80,r20,asymm,morph_c,morph_asymm,morph_sersic_n,morph_smoothness,morph_sersic_rhalf,morph_xc_asymmetry,morph_yc_asymmetry
29195,116,1135064,1135067,1135066,0.27090108,,,6.125644,,9645472000.0,7293093.0,112452840000.0,,2.8310816,16257481000.0,4.3790170000000005e-07,139.35075,19.145917999999998,0.7297229278921673,,,0.6965083212305567,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
29555,117,1135064,1135068,1135067,0.36566857,,,5.7995877,,8383837700.0,7293093.0,112249240000.0,,2.0612555,13998017000.0,0.00010476039500000001,137.92633,18.771826,0.6948825637247977,,,0.6871283572627285,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
29915,118,1135064,1135069,1135068,0.5031073,,,4.951896700000001,,6888716000.0,5483404.5,112743694000.0,,2.5840604,11410885000.0,1.0140871e-08,137.58931,22.520167999999998,0.6304516019105102,,,0.6814906850464221,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
30275,119,1135064,1135070,1135069,0.6151898,,,4.4885817,,5922349000.0,5483404.5,112288014000.0,,1.7982323,9765151000.0,0.00074921496,136.39319,27.893593,0.5728484945814633,,,0.6618327983066931,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
30635,120,1135064,1135071,1135070,0.7356295999999999,,,3.8726665999999996,,5079139300.0,5483404.5,109912736000.0,,1.6310691000000002,8245723000.0,1.8575405e-07,134.64328,25.403141,0.4531665241655182,,,0.625543249818699,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
30995,121,1135064,1135072,1135071,0.86505055,,,3.721481,,4464287000.0,7293093.0,102273050000.0,,2.2708206000000004,7120566300.0,0.00017616363999999998,129.31337,19.878304,0.3778014617247357,,,0.6158874169326145,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
31355,122,1135064,1135073,1135072,1.0041216999999998,,,4.102296,,3813429000.0,5483404.5,98908865000.0,,1.5246882,5976457000.0,2.8130884e-07,127.25415,23.413193,0.36371482044145664,,,0.6076086651219539,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
31715,123,1135064,1135074,1135073,1.2593315,,,3.4493082000000004,,1411228200.0,1862400.4,76173976000.0,,0.91562736,2287068200.0,2.6510927000000005e-08,125.93386000000001,75.035706,0.21236421835187835,,,0.5141614858596028,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
32075,124,1135064,1135334,1135073,1.2593315,,,3.1135453999999996,,881546500.0,1813051.2,13902696000.0,,0.49593409999999993,1333248000.0,4.0536825e-08,81.47944,7.672511599999999,0.3260719772824047,,,0.5230670328458857,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
32435,125,1135064,1135335,1135334,1.4867073,,,2.2454197,,686104900.0,1813051.2,12525999000.0,,1.1156204,1000891200.0,1.1699962e-10,91.716095,6.013566,0.3761754096244909,,,0.5128093132624614,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
32795,126,1135064,1135075,1135074,1.4867073,,,3.4577739999999997,,954878340.0,5480041.0,102942000000.0,,1.2724794,1454667800.0,1.9022312e-07,129.05202,40.5277,0.6125840929230604,,,0.6734077786651481,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
33155,127,1135064,1135076,1135075,1.7369658,,,3.4801335,,542268400.0,1862400.4,53623300000.0,,0.95225126,795550800.0,7.2957407e-10,99.31369000000001,14.342832999999999,0.5226738869213088,,,0.6836222902403748,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
33515,128,1135064,1135336,1135335,1.7369658,,,2.6786517999999995,,439251940.0,3621004.2,63647980000.0,,0.41328028,665519700.0,1.5334633e-08,100.62742,29.245835999999997,0.2928436270505166,,,0.3936577275204547,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
33875,129,1165952,1165952,1165952,2.220446e-16,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1165952.png,5.7888565000000005,,11840282000.0,5463367.5,102282730000.0,,0.6529297,21011986000.0,1.2435552e-07,133.7702,14.038378,0.591252117370755,,,0.6432573913141084,,,,,galface_1165952.png,RefL0050N0752galface_1165952.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1165952.png,0.2498537050409432,0.4762786411931372,1.5624003778425226,1.8580191506740091,0.0014806018483621286,0.0014806018483621286,8.195337285053772e-05,0.003125698628179633,0.0,0.0,21,64.9668197631836,16.232200622558594,6022.364512557463,2868.3235868106385,0.40056911891691216,0.0634070336818695,1.8783180698044268,113.37704918032787,47.73770491803279,0.1837755433420304,2.6477474534217564,0.002592347486690013,1.2202592453164203,-0.05733612208656958,7.640168833915258,126.24062232312988,128.77469968363607
33876,130,1165952,1165953,1165952,0.10063854,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1165953.png,5.8558392999999995,,11396934000.0,5463367.5,107605310000.0,,1.1549343,19906644000.0,8.671682e-08,136.90068,12.764021000000001,0.5818372677385188,,,0.6475417603633047,,,,,galface_1165953.png,RefL0050N0752galface_1165953.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1165953.png,0.23144560046804008,0.4327928963356529,1.4009800511780461,1.7369662968712938,0.008540958190346521,0.008540958190346521,0.00012076295994112998,0.007417341530979125,135446605334451.03,0.0,47,69.67583465576172,16.12616539001465,6496.611977438986,2811.687514084712,0.3727577595847372,0.06299283355474472,1.904902927738511,112.38251366120218,46.743169398907106,0.2155935946872222,2.573797474016781,0.06423472163716189,1.0054011201708084,-0.04786601563210524,7.04788864078298,129.7392331570391,126.22272533439042
33877,131,1165952,1165954,1165953,0.18270987,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1165954.png,5.584185,,10745387000.0,5463367.5,107624700000.0,,1.6110194,18451413000.0,3.6651684e-09,137.89316000000002,10.666181,0.5412084636283709,,,0.6540486949296862,,,,,galface_1165954.png,RefL0050N0752galface_1165954.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1165954.png,0.24666398021373823,0.4451794070417412,1.3078721196987764,1.3383398377562008,0.0021716036428086147,0.0021716036428086147,0.00017057513719705045,0.0033416857119623255,0.0,0.0,75,69.0392074584961,17.02948570251465,6681.6395613888135,2974.5283380057117,0.3728102488810146,0.06652142852544785,1.7896742350022687,113.37362637362638,49.72527472527473,0.2303729722046278,2.4164038628660913,0.08838213406612333,1.0380641351579507,-0.03596679914261994,8.329330657748951,127.7375199762029,127.75972294420632
33878,132,1165952,1165955,1165954,0.27090108,,,5.642722,,9935132000.0,5463367.5,113160570000.0,,1.8102296999999998,16927154000.0,1.8332453999999997e-08,139.37712,17.111324,0.5296376161818834,,,0.6635055511556363,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
34238,133,1165952,1165956,1165955,0.36566857,,,5.2267275,,9176271000.0,5463367.5,115099590000.0,,2.1560792999999996,15425561000.0,1.2512805e-07,140.2475,19.50074,0.4822488553094471,,,0.6136228361416314,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
34598,134,1165952,1165957,1165956,0.5031073,,,4.695644000000001,,7986964000.0,5463367.5,116699270000.0,,1.8662839,13253485000.0,2.0459208e-10,140.13556,21.885176,0.3995880494202234,,,0.577981816790564,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
34958,135,1165952,1165958,1165957,0.6151898,,,4.2867117,,7027873000.0,5463367.5,115118980000.0,,2.1249583,11571064000.0,1.6893885e-08,138.3426,23.412027,0.35900982045222085,,,0.5126110471970988,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
35318,136,1165952,1165959,1165958,0.7356295999999999,,,3.8874574,,6159216000.0,5463367.5,114934776000.0,,2.0659680000000002,10016181000.0,2.548738e-08,138.6389,21.461613,0.31286179583681817,,,0.4921539136880258,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
35678,137,1165952,1165960,1165959,0.86505055,,,3.5257332000000003,,5304214000.0,5463367.5,111502720000.0,,2.2711442,8483166700.0,6.0367746999999997e-05,137.1938,22.143324,0.3012966930784231,,,0.3926482251773422,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
36038,138,1165952,1165961,1165960,1.0041216999999998,,,3.2919977,,4451329500.0,5463367.5,112346190000.0,,2.518238,7030217000.0,9.797901e-09,135.87958,20.555858999999998,0.2819770466641817,,,0.2926829465208092,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
36398,139,1165952,1165962,1165961,1.2593315,,,3.9440506,,3162178300.0,5463367.5,119307240000.0,,1.4961079,4909476400.0,6.187239e-09,138.3405,19.95767,0.08201542489817137,,,0.5157747611879235,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
36758,140,1165952,1165963,1165962,1.4867073,,,4.2646136,,1496220500.0,3655397.2,95079320000.0,,1.5652708,2292434000.0,2.6144197999999996e-10,122.35026,27.72133,-0.023382578507055163,,,0.4192971154792947,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
37118,141,1165952,1166284,1165962,1.4867073,,,2.4291892,,736889800.0,1807970.5,9307245000.0,,0.43132752,1117006600.0,6.771888e-10,80.46174,6.4010406,0.3643832171748732,,,0.5971062060854813,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
37478,142,1165952,1166285,1166284,1.7369658,,,2.9098716000000002,,656931840.0,1807970.5,22453725000.0,,0.28885096,983670200.0,8.765126600000001e-08,84.44735,9.187361,0.3070259078070494,,,0.6262604156619564,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
37838,143,1165952,1165964,1165963,1.7369658,,,4.825512000000001,,814571100.0,5465129.0,81011800000.0,,0.8392745999999999,1302435800.0,1.217808e-10,117.173225,45.053875,0.2253080503313234,,,0.3864790516706311,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
38198,144,1165952,1165965,1165964,2.0124101999999997,,,4.8999777,,513301540.0,5463350.0,126675470000.0,,0.7831213,785728700.0,9.048298e-10,142.32533,39.89083,0.13205373858778302,,,0.3943936742827779,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
38558,145,1165952,1166286,1166285,2.0124101999999997,,,2.1896139999999997,,417152670.0,1807970.5,8744931000.0,,0.56280184,614433340.0,2.2229767e-09,82.88898,3.8507705000000003,0.18318755964248407,,,0.6927504438622436,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
38918,146,1166619,1166619,1166619,2.220446e-16,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1166619.png,3.3693150999999997,,10427516000.0,3672540.0,90949220000.0,,0.2375929,18648025000.0,4.3247644e-05,130.4581,12.977135,0.3159793847565148,,,0.4310540427882967,,,,,galface_1166619.png,RefL0050N0752galface_1166619.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1166619.png,0.3491914932239701,0.6792421014986019,2.0588162894588335,2.6941894127936603,4.0,4.0,0.0003398892621569319,0.025708215629437654,0.0,0.0,3,54.805912017822266,19.137758255004883,4042.0387923715066,2745.522923669293,0.5826737929151253,0.07475686818361282,2.0396211478931927,109.3956043956044,42.76373626373626,0.1903330000205192,3.110272919011021,0.013154312609507082,1.5537053454133336,-0.05931930525392936,5.809103898591343,128.23545333848625,126.75117731633
38919,147,1166619,1166620,1166619,0.10063854,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1166620.png,3.2617643,,10429812000.0,3672540.0,91055870000.0,,0.24078870000000002,18334618000.0,7.4210897e-07,132.41325,11.149229,0.32521788274714025,,,0.4400455900959912,,,,,galface_1166620.png,RefL0050N0752galface_1166620.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1166620.png,0.3355505277725525,0.6665286882995602,2.216985270396314,2.5856903790690833,0.042655185489785204,0.042655185489785204,0.0006441515279638476,0.020186647109585922,0.0197457553204098,104734875055127.83,0,53.61814880371094,17.99159812927246,3609.1364786555746,2405.593003012394,0.581936684342458,0.07027968019247055,2.0508723254452463,107.40983606557377,41.77049180327869,0.19576928121065,3.1771939239351394,0.018706371304576565,1.7004839042204263,-0.05323693243937217,6.056221369437338,128.21581665869155,127.21377310510658
38920,148,1166619,1166621,1166620,0.18270987,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1166621.png,3.0873923,,10227994000.0,3672540.0,93382680000.0,,1.1305530000000001,17716902000.0,2.4877243e-06,134.03047,7.8862179999999995,0.2970295276571228,,,0.4442679048685634,,,,,galface_1166621.png,RefL0050N0752galface_1166621.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1166621.png,0.31317037709325896,0.68890816022959,2.1603201267547343,2.298304866723688,0.022289064267949847,0.022289064267949847,0.000756735540838614,0.0064144929642924306,0.0005695517467359781,0.0,3,58.498836517333984,18.32010269165039,3553.4476754046827,2447.9991005351535,0.5894771767421372,0.07156290113925934,2.0102828743343486,105.41758241758242,41.769230769230774,0.20498581041699665,3.111254839121772,0.05745110589857453,1.6587333830129016,-0.025047700174244254,6.210186603423636,127.29121079772702,126.78784174891473
38921,149,1166619,1166622,1166621,0.27090108,,,3.1721668,,9503389000.0,3672540.0,84569880000.0,,1.7960718,16174300000.0,3.4063743e-07,137.23146,11.921861999999999,0.2514671007546526,,,0.45125298517170603,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
39281,150,1166619,1166623,1166622,0.36566857,,,3.205731,,8916008000.0,3672540.0,111871140000.0,,1.0801903,15213880000.0,0.00012159921,140.71071,16.973656,0.18309074311793416,,,0.4357510109023628,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
39641,151,1166619,1166624,1166623,0.5031073,,,2.9774482000000004,,8159482400.0,3672540.0,114236730000.0,,1.7592424999999998,13653349000.0,7.195041e-06,141.69952,14.885646,0.1077597159251842,,,0.3876053973319391,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
40001,152,1166619,1166625,1166624,0.6151898,,,2.9103172,,7354385400.0,3672540.0,118551040000.0,,2.2650337000000005,12136951000.0,0.00032375169999999997,141.32074,18.201729,0.13003340653382045,,,0.40775373949472493,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
40361,153,1166619,1166626,1166625,0.7356295999999999,,,3.001574,,6369464300.0,3672540.0,111677235000.0,,2.1903908,10472120000.0,0.00018539834,138.20699,20.166615,0.1163234261119589,,,0.34069375038405325,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
40721,154,1166619,1166627,1166626,0.86505055,,,2.9609764,,5619520000.0,3672540.0,109670360000.0,,2.3569407000000004,9121356000.0,0.00051105674,134.81677,18.576683,0.17729966749985349,,,0.3680981123475375,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
41081,155,1166619,1166628,1166627,1.0041216999999998,,,3.6429139999999998,,4767860000.0,5487439.0,108177320000.0,,2.2477326,7660215300.0,4.444358e-08,132.89845,18.656868,0.17506933940766126,,,0.4720887751986503,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
41441,156,1166619,1166629,1166628,1.2593315,,,5.9805098,,3674076700.0,3672540.0,122399950000.0,,1.7382286,5741022700.0,5.9296994e-09,144.95532,17.657958999999998,0.07357573049352484,,,0.6762245573829757,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
41801,157,1166619,1166630,1166629,1.4867073,,,4.3143997,,1775553500.0,1864587.1,101002985000.0,,1.3095255,2855390700.0,7.166175e-08,132.27071999999998,59.497612,0.2720597280988153,,,0.3057161950439867,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
42161,158,1166619,1166919,1166629,1.4867073,,,2.604004,,997891900.0,1807953.0,13553674000.0,,0.35628733,1531084300.0,6.96984e-08,78.9729,7.721429,0.0761338501267822,,,0.5879932204870639,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
42521,159,1166619,1166920,1166919,1.7369658,,,2.0839822,,822476200.0,1807953.0,29657147000.0,,0.43121734,1240801900.0,3.858129e-08,97.07348,10.136556,0.20627139349103585,,,0.5794195284165083,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
42881,160,1166619,1166631,1166630,1.7369658,,,3.8754904000000003,,1345103100.0,3679485.8,100062570000.0,,0.42665600000000004,2074380400.0,4.2294707999999995e-08,124.73456999999999,34.872593,0.1936696738430711,,,0.4162741869508536,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
43241,161,1166619,1166632,1166631,2.0124101999999997,,,3.3588958,,922063500.0,1864587.1,91046175000.0,,2.1877632,1342376800.0,4.553194400000001e-08,121.469284,23.62396,0.13955146441558508,,,0.44140659899794704,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
43601,162,1166619,1166921,1166920,2.0124101999999997,,,2.0085425,,644541060.0,1807953.0,65044066000.0,,0.6976581000000001,969241340.0,2.347286e-06,104.44601,14.461194,-0.006985043466957608,,,0.5187353936825518,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
43961,163,1166619,1166922,1166921,2.237037,,,2.2164085,,545917440.0,1807953.0,66614665000.0,,0.5217807,813167600.0,8.265439500000001e-08,102.37334,18.791414000000003,0.1794537426770525,,,0.5529239057392608,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
44321,164,1166619,1166633,1166632,2.237037,,,3.9342525,,627055170.0,1864587.1,81942530000.0,,1.1922871000000002,921023500.0,2.7402355e-10,113.80774,30.719582,0.3114180986510795,,,0.4441804593075697,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
44681,165,1166619,1166634,1166633,2.4784132999999997,,,4.1700726,,502318750.0,1864587.1,91899350000.0,,0.8741966999999998,714884350.0,7.3553455e-11,119.969124,31.568459000000004,0.20542524399812725,,,0.5035712786666353,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
45041,166,1166619,1166923,1166922,2.4784132999999997,,,1.9649523000000002,,444427870.0,1807953.0,60225630000.0,,0.6329857,652604540.0,4.3002245000000005e-08,96.873856,13.960339000000001,0.06137683234683077,,,0.567932132745838,,,,,,RefL0050N0752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
45401,167,1191646,1191646,1191646,2.220446e-16,,http://virgodb.cosma.dur.ac.uk/eagle-webstorage/RefL0050N0752_Subhalo/galface_1191646.png,6.14334,,11261188000.0,9062705.0,126946935000.0,,0.9916659,20441369000.0,6.1886626e-06,145.74632,23.741497,0.4728144226078307,,,0.5094251394871189,,,,,galface_1191646.png,RefL0050N0752galface_1191646.png,C:\Users\Melissa\Dropbox\Melissa Seabrook Masters' Project\formation_of_galactic_bulges\evolvinggalaxyimagebinallbranchesRefL0050N0752/RefL0050N0752galface_1191646.png,0.18654172984458722,0.5974513497495004,0.7227243964607551,0.5661403844679188,1.5520869724704238,1.5520869724704238,0.00014132800225260414,0.00017017873190064992,0.0028190117392446466,0.013126321757170262,97,73.9003677368164,13.785502433776855,2898.6678147277808,1731.8129983845474,0.3391880671641687,0.05384961888194084,1.3014251398696093,121.32967032967034,66.63186813186813,0.2427721659558702,2.2517777075333107,-0.03674281618583057,,-0.08281357009616827,6.947705363829472,127.77661847036175,127.84227449571262
